CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Smart Thermostat;4;Cust-Application;260894;BlueNRG-MS;Active;Y;Bluetooth Low Energy Network Processor supporting Bluetooth 4.2 core specification
Smart Thermostat;4;Cust-Application;263717;ESDA25P35-1U1M;Active;Y;High-power transient voltage suppressor (TVS)
Smart Thermostat;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Smart Thermostat;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Smart Thermostat;4;Cust-Application;262159;L6985F;Active;Y;"38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Thermostat;4;Cust-Application;258760;L6986;Active;Y;"38 V, 2 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Thermostat;4;Cust-Application;262160;L6986F;Active;Y;"38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Smart Thermostat;4;Cust-Application;251103;L7985;Active;Y;2 A step-down switching regulator
Smart Thermostat;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Smart Thermostat;4;Cust-Application;259313;LD39130S;Active;Y;300 mA very low quiescent current Linear regulator IC with automatic Green mode
Smart Thermostat;4;Cust-Application;259683;LDF;Active;Y;1 A Very low drop voltage regulator 
Smart Thermostat;4;Cust-Application;259651;LDK120;Active;Y;200 mA low quiescent current very low noise LDO
Smart Thermostat;4;Cust-Application;258526;LDK130;Active;Y;300 mA low quiescent current very low noise LDO (automotive for SOT23-5L package)
Smart Thermostat;4;Cust-Application;259659;M24SR-DISCOVERY;Active;Y;Discovery kit for the M24SR series - Dynamic NFC/RFID tag
Smart Thermostat;4;Cust-Application;63899;M41T80;Active;Y;Serial real-time clock (RTC) with alarm
Smart Thermostat;4;Cust-Application;261796;S2-LP;Active;Y;Ultra-low power, high performance, sub-1GHz transceiver
Smart Thermostat;4;Cust-Application;64211;SMAJ;Active;Y;400 W TVS in SMA
Smart Thermostat;4;Cust-Application;264747;SPBTLE-1S;NRND;Y;"Very low power application module for Bluetooth&#174; Smart v4.2"
Smart Thermostat;4;Cust-Application;261927;SPBTLE-RF;NRND;Y;Very low power module for Bluetooth Smart v4.1
Smart Thermostat;4;Cust-Application;253167;SPIRIT1;Active;Y;Low data rate, low power Sub 1GHz transceiver
Smart Thermostat;4;Cust-Application;261928;SPSGRF;Active;Y;Sub-GHz (868 or 915 MHz) low power programmable RF transceiver modules
Smart Thermostat;4;Cust-Application;201577;ST1S12XX;Active;Y;Synchronous rectification with enable, 0.7 A, 1.7 MHz fixed or adjustable step-down switching regulator in TSOT23-5L
Smart Thermostat;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Smart Thermostat;4;Cust-Application;263037;STBC02;Active;Y;Li-Ion linear battery charger with LDO, load switches and reset generator
Smart Thermostat;4;Cust-Application;264327;STBC03;Active;Y;Li-Ion linear battery charger with LDO and load switches
Smart Thermostat;4;Cust-Application;252296;STEF12;Active;Y;Electronic fuse for 12 V line
Smart Thermostat;4;Cust-Application;262870;STEVAL-FET001V1;Active;Y;M41T62LC6F adapter board for a standard DIL 24 socket
Smart Thermostat;4;Cust-Application;254163;STEVAL-IHP005V1;Active;Y;General purpose power line modem module based on the ST7540 PLM and STM32 microcontroller
Smart Thermostat;4;Cust-Application;205516;STEVAL-ILL002V4;Active;Y;High-brightness LED driver with diagnostics (40 LEDs) demonstration board based on the STP08DP05
Smart Thermostat;4;Cust-Application;244479;STEVAL-ILL021V1;Active;Y;LCD panels backlight demonstration board based on the LED7707
Smart Thermostat;4;Cust-Application;207973;STEVAL-ISA055V1;Active;Y;0.7 A / 1.2 V synchronous buck converter with enable function based on the ST1S12XX
Smart Thermostat;4;Cust-Application;252400;STEVAL-ISA084V1;Active;Y;4 A peak, 800 kHz fixed-frequency PWM synchronous step-down demonstration board with enable on/off based on the ST1S40
Smart Thermostat;4;Cust-Application;253486;STEVAL-ISA099V1;Active;Y;3 A step-down switching demonstration board based on the L7986 in DFN10 package
Smart Thermostat;4;Cust-Application;259553;STEVAL-ISA141V1;Active;Y;2 A, 2 MHz, Vout = 3.3 V, high-efficiency dual-mode buck-boost DC-DC converter based on the STBB3J
Smart Thermostat;4;Cust-Application;259580;STEVAL-ISA152V1;Active;Y;3.3 V/3 A high efficiency step down DC-DC converter (VIN= 4.5 to 60 V) based on the L7987
Smart Thermostat;4;Cust-Application;261390;STEVAL-ISA158V1;Active;Y;38 V - 2 A synchronous step-down switching regulator evaluation board based on the A6986
Smart Thermostat;4;Cust-Application;262223;STEVAL-ISB035V1;Active;Y;Li-Ion/Li-Po battery power management evaluation board based on STBC03
Smart Thermostat;4;Cust-Application;263729;STEVAL-ISB041V1;Active;Y;Li-Ion/Li-Po battery power management evaluation board based on STBC02
Smart Thermostat;4;Cust-Application;264723;STEVAL-LDO001V1;Active;Y;Quad high performance LDO evaluation board based on LDBL20, LDLN025, LD39130S and STLQ020
Smart Thermostat;4;Cust-Application;265291;STKNX;Active;Y;Miniature KNX transceiver with voltage regulators    
Smart Thermostat;4;Cust-Application;262202;STL160N4F7;Active;Y;N-channel 40 V, 2.1 mOhm typ., 120 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Smart Thermostat;4;Cust-Application;261795;STL20N6F7;Active;Y;N-channel 60 V, 0.0046 Ohm typ., 20 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Smart Thermostat;4;Cust-Application;261733;STL50N6F7;Active;Y;N-channel 60 V, 9 mOhm typ., 60 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Smart Thermostat;4;Cust-Application;245035;STP4CMP;Active;Y;Low voltage 4-channel constant current LED driver with charge pump
Smart Thermostat;4;Cust-Application;258758;STS1TX;Active;Y;Low data rate, low power sub-1GHz transmitter
Smart Thermostat;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Smart Thermostat;4;Cust-Application;264350;STSW-ST25DV001;Active;Y;Firmware for ST25DV-DISCOVERY kit
Smart Thermostat;4;Cust-Application;265232;STSW-ST25IOS001;Active;Y;"Application executable of the &#34;NFC Tap&#34; iOS app for ST25 product family"
Smart Thermostat;4;Cust-Application;265315;STSW-ST25SDK001;Active;Y;Software Development Kit for ST25 Tags and Dynamic Tags
Smart Thermostat;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Smart Thermostat;4;Cust-Application;253186;VIPER06;Active;Y;VIPerPlus family: Energy saving high voltage converter for direct feedback
Smart Thermostat;4;Cust-Application;219981;VIPER16;Active;Y;VIPerPlus family: Energy saving 6W high voltage converter with direct feedback 
Smart Thermostat;4;Cust-Application;252435;VIPER37;Active;Y;VIPerPlus family: Fixed frequency 15W high performance off line high voltage converter
Smart Thermostat;4;Cust-Application;261463;X-CUBE-NFC1;Active;Y;STM32Cube expansion software for X-NUCLEO-NFC01A1
Smart Thermostat;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Smart Thermostat;4;Cust-Application;260759;X-NUCLEO-NFC01A1;Active;Y;Dynamic NFC tag expansion board based on M24SR for STM32 Nucleo
Smart Thermostat;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
Smart Waste Management;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Smart Waste Management;4;Cust-Application;265166;BALF-SPI2-01D3;Active;Y;"50 &#937; nominal input / conjugate match balun to S2-LP,868 - 930 MHz with integrated harmonic filter"
Smart Waste Management;4;Cust-Application;263717;ESDA25P35-1U1M;Active;Y;High-power transient voltage suppressor (TVS)
Smart Waste Management;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Smart Waste Management;4;Cust-Application;264755;L6399;Active;Y;High voltage high and low-side driver
Smart Waste Management;4;Cust-Application;261704;L6491;Active;Y;High voltage high and low-side 4 A gate driver
Smart Waste Management;4;Cust-Application;259313;LD39130S;Active;Y;300 mA very low quiescent current Linear regulator IC with automatic Green mode
Smart Waste Management;4;Cust-Application;259651;LDK120;Active;Y;200 mA low quiescent current very low noise LDO
Smart Waste Management;4;Cust-Application;258526;LDK130;Active;Y;300 mA low quiescent current very low noise LDO (automotive for SOT23-5L package)
Smart Waste Management;4;Cust-Application;259659;M24SR-DISCOVERY;Active;Y;Discovery kit for the M24SR series - Dynamic NFC/RFID tag
Smart Waste Management;4;Cust-Application;264921;PROTECT-FINDER;Active;Y;Protection product finder application for Android, iOS and Wandoujia
Smart Waste Management;4;Cust-Application;263850;SEL-PROT-TVS;Active;Y;Transient voltage suppressor smart selection tool
Smart Waste Management;4;Cust-Application;64211;SMAJ;Active;Y;400 W TVS in SMA
Smart Waste Management;4;Cust-Application;201577;ST1S12XX;Active;Y;Synchronous rectification with enable, 0.7 A, 1.7 MHz fixed or adjustable step-down switching regulator in TSOT23-5L
Smart Waste Management;4;Cust-Application;264351;ST25DV-DISCOVERY;Active;Y;Discovery kit for ST25DV04K Dynamic NFC/RFID tag IC with fast transfer mode capability
Smart Waste Management;4;Cust-Application;263037;STBC02;Active;Y;Li-Ion linear battery charger with LDO, load switches and reset generator
Smart Waste Management;4;Cust-Application;264327;STBC03;Active;Y;Li-Ion linear battery charger with LDO and load switches
Smart Waste Management;4;Cust-Application;207973;STEVAL-ISA055V1;Active;Y;0.7 A / 1.2 V synchronous buck converter with enable function based on the ST1S12XX
Smart Waste Management;4;Cust-Application;259553;STEVAL-ISA141V1;Active;Y;2 A, 2 MHz, Vout = 3.3 V, high-efficiency dual-mode buck-boost DC-DC converter based on the STBB3J
Smart Waste Management;4;Cust-Application;262223;STEVAL-ISB035V1;Active;Y;Li-Ion/Li-Po battery power management evaluation board based on STBC03
Smart Waste Management;4;Cust-Application;263729;STEVAL-ISB041V1;Active;Y;Li-Ion/Li-Po battery power management evaluation board based on STBC02
Smart Waste Management;4;Cust-Application;264723;STEVAL-LDO001V1;Active;Y;Quad high performance LDO evaluation board based on LDBL20, LDLN025, LD39130S and STLQ020
Smart Waste Management;4;Cust-Application;262202;STL160N4F7;Active;Y;N-channel 40 V, 2.1 mOhm typ., 120 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Smart Waste Management;4;Cust-Application;261795;STL20N6F7;Active;Y;N-channel 60 V, 0.0046 Ohm typ., 20 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Smart Waste Management;4;Cust-Application;261733;STL50N6F7;Active;Y;N-channel 60 V, 9 mOhm typ., 60 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Smart Waste Management;4;Cust-Application;270877;STSW-BNRGLP-Mesh;Active;Y;Mesh over Bluetooth low energy
Smart Waste Management;4;Cust-Application;262827;STSW-ST25001;Active;Y;"Application executable of the &#34;NFC Tap&#34; Android app for ST25 product family"
Smart Waste Management;4;Cust-Application;264350;STSW-ST25DV001;Active;Y;Firmware for ST25DV-DISCOVERY kit
Smart Waste Management;4;Cust-Application;265232;STSW-ST25IOS001;Active;Y;"Application executable of the &#34;NFC Tap&#34; iOS app for ST25 product family"
Smart Waste Management;4;Cust-Application;265315;STSW-ST25SDK001;Active;Y;Software Development Kit for ST25 Tags and Dynamic Tags
Smart Waste Management;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Smart Waste Management;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Smart Waste Management;4;Cust-Application;261463;X-CUBE-NFC1;Active;Y;STM32Cube expansion software for X-NUCLEO-NFC01A1
Smart Waste Management;4;Cust-Application;264761;X-CUBE-NFC4;Active;Y;Dynamic NFC/RFID tag IC software expansion for STM32Cube
Smart Waste Management;4;Cust-Application;260759;X-NUCLEO-NFC01A1;Active;Y;Dynamic NFC tag expansion board based on M24SR for STM32 Nucleo
Smart Waste Management;4;Cust-Application;264217;X-NUCLEO-NFC04A1;Active;Y;Dynamic NFC/RFID tag IC expansion board based on ST25DV04K for STM32 Nucleo
Smart Watches;4;Cust-Application;266739;AlgoBuilder;Active;Y;Application for the graphical design of algorithms
Smart Watches;4;Cust-Application;265351;AndroidHAL-IIO;Active;Y;Android sensor HAL for MEMS motion and environmental sensors (Industrial I/O framework)
Smart Watches;4;Cust-Application;265355;AndroidHALInput;Active;Y;Android sensor HAL for MEMS motion and environmental sensors (Input framework)
Smart Watches;4;Cust-Application;265055;BALF-NRG-02D3;Active;Y;"50&#937; / conjugate match balun to BlueNRG transceiver, with integrated harmonic filter"
Smart Watches;4;Cust-Application;262927;BlueMS;NRND;Y;This app has been replaced by STBLESensor
Smart Watches;4;Cust-Application;264178;BlueNRG-2;Active;Y;"Programmable Bluetooth&reg; LE 5.2 Wireless SoC"
Smart Watches;4;Cust-Application;266625;C-Driver-MEMS;Active;Y;Standard C platform-independent drivers for MEMS motion and environmental sensors
Smart Watches;4;Cust-Application;252271;ECMF02-4CMX8;Active;Y;Common mode filter with ESD protection for USB2.0 interface
Smart Watches;4;Cust-Application;262912;ECMF4-20A42N10;Active;Y;Common mode filter with ESD protection
Smart Watches;4;Cust-Application;194141;EMIF03-SIM02M8;Active;Y;3-line EMI filter and ESD protection for SIM card interfaces
Smart Watches;4;Cust-Application;219457;EMIF06-MSD02N16;Active;Y;"6-line EMI filter and ESD protection for T-Flash and micro SD card&#8482; interfaces"
Smart Watches;4;Cust-Application;261178;ESDA7P60-1U1M;Active;Y;High-power transient voltage suppressor (TVS) 
Smart Watches;4;Cust-Application;258381;ESDALC5-1BF4;Active;Y;Low clamping and low capacitance bidirectional single line ESD protection
Smart Watches;4;Cust-Application;262793;ESDAXLC18-1BF4;Active;Y;Ultra Low Capacitance Single Line Bidirectional ESD Protection 
Smart Watches;4;Cust-Application;263621;FP-NET-BLESTAR1;Active;Y;STM32Cube function pack for creating a BLE star network connected via Wi-Fi to IBM Watson IoT cloud
Smart Watches;4;Cust-Application;263620;FP-SNS-ALLMEMS1;Active;Y;STM32 ODE function pack for IoT node with BLE connectivity, digital microphone, environmental and motion sensors
Smart Watches;4;Cust-Application;263216;FP-SNS-MOTENV1;Active;Y;STM32Cube function pack for IoT node with BLE connectivity and environmental and motion sensors
Smart Watches;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Smart Watches;4;Cust-Application;262157;LIS2DS12;Active;Y;"3-axis MEMS accelerometer,  &#177;2g/&#177;4g/&#177;8g/&#177;16g full scale, high-speed I2C/SPI digital output, ultra-low-power, high-performance acceleration sensor"
Smart Watches;4;Cust-Application;264111;LIS2DW12;Active;Y;3-axis MEMS accelerometer, ultra low power, configurable single/double-tap recognition, free-fall, wakeup, portrait/landscape, 6D/4D orientation detections
Smart Watches;4;Cust-Application;264976;LIS2MDL;Active;Y;Magnetic sensor, digital output, 50 gauss magnetic field dynamic range, ultra-low power high performance 3-axis magnetometer
Smart Watches;4;Cust-Application;261387;LPS22HB;Active;Y;MEMS nano pressure sensor: 260-1260 hPa absolute digital output barometer
Smart Watches;4;Cust-Application;264573;LPS33HW;Active;Y;MEMS pressure sensor : 260-1260hPa absolute digital output barometer with water-resistant package
Smart Watches;4;Cust-Application;263518;LPS35HW;NRND;Y;MEMS pressure sensor : 260-1260 hPa absolute digital output barometer with water-resistant package
Smart Watches;4;Cust-Application;262169;LSM303AH;Active;Y;e-Compass: 3D digital accelerometer, 3D digital magnetometer
Smart Watches;4;Cust-Application;262639;LSM6DSL;Active;Y;iNEMO 6DoF inertial measurement unit (IMU), for smart phones and battery operated IoT, Gaming, Wearable and Consumer Electronics. Ultra-low power and high accuracy 
Smart Watches;4;Cust-Application;265314;LinuxDriverIIO;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Industrial I/O framework)
Smart Watches;4;Cust-Application;265121;LinuxDriverInput;Active;Y;Linux device drivers for MEMS motion and environmental sensors (Input framework)
Smart Watches;4;Cust-Application;259659;M24SR-DISCOVERY;Active;Y;Discovery kit for the M24SR series - Dynamic NFC/RFID tag
Smart Watches;4;Cust-Application;82507;M41T62;Active;Y;Low-power serial real-time clock (RTC) with alarm
Smart Watches;4;Cust-Application;265478;MP23ABS1;Active;Y;High performance MEMS audio sensor single ended analog bottom-port microphone
Smart Watches;4;Cust-Application;261636;NUCLEO-L476RG;Active;Y;STM32 Nucleo-64 development board with STM32L476RG MCU, supports Arduino and ST morpho connectivity
